#chrom	chromStart	chromEnd	name	name2	geneName	tier
# Filtering on 2 columns
chr2	233032671	233035057	ENST00000233840.3	uc010zmn.2	NEU2	canonical,basic,all
chr2	233060341	233207903	ENST00000445964.6	uc032ovq.3	INPP5D	canonical,basic,all
chr2	233251672	233295669	ENST00000392017.9	uc002vty.4	ATG16L1	canonical,basic,all
chr2	233307815	233347055	ENST00000409110.6	uc002vuh.4	SAG	canonical,basic,all
chr2	233354493	233472098	ENST00000264057.7	uc002vui.3	DGKD	canonical,basic,all
chr2	233475525	233566782	ENST00000678225.2	uc288swr.2	USP40	canonical,basic,all
chr2	233617632	233773300	ENST00000373450.5	uc002vup.5	UGT1A8	canonical,basic,all
chr2	233636447	233773300	ENST00000344644.10	uc002vur.5	UGT1A10	canonical,basic,all
chr2	233671897	233773300	ENST00000354728.5	uc002vus.5	UGT1A9	canonical,basic,all
chr2	233681900	233773300	ENST00000373426.4	uc002vut.5	UGT1A7	canonical,basic,all
chr2	233692889	233773300	ENST00000305139.11	uc002vuv.6	UGT1A6	canonical,basic,all
chr2	233712906	233773300	ENST00000373414.4	uc002vuw.5	UGT1A5	canonical,basic,all
chr2	233718735	233773300	ENST00000373409.8	uc002vux.5	UGT1A4	canonical,basic,all
chr2	233729041	233773300	ENST00000482026.6	uc002vuy.5	UGT1A3	canonical,basic,all
chr2	233760269	233773300	ENST00000305208.10	uc002vvb.5	UGT1A1	canonical,basic,all
chr2	233778329	233833418	ENST00000389758.4	uc061tvx.2	MROH2A	canonical,basic,all
chr2	233836701	233854535	ENST00000411486.7	uc002vvg.6	HJURP	canonical,basic,all
chr2	233864662	233868386	ENST00000438684.2	uc286sai.2	MSL3B	canonical,basic,all
chr2	233917372	234019522	ENST00000324695.9	uc002vvh.4	TRPM8	canonical,basic,all
chr2	234050701	234077134	ENST00000168148.8	uc002vvk.3	SPP2	canonical,basic,all
chr2	234493040	234497081	ENST00000339728.6	uc002vvm.7	ARL4C	canonical,basic,all
chr2	234952016	235055714	ENST00000392011.7	uc002vvp.5	SH3BP4	canonical,basic,all
chr2	235494042	236131793	ENST00000304032.13	uc002vvs.5	AGAP1	canonical,basic,all
chr2	236165235	236168386	ENST00000306318.5	uc002vvw.3	GBX2	canonical,basic,all
chr2	236193458	236264406	ENST00000409749.8	uc010znh.3	ASB18	canonical,basic,all
chr2	236324150	236507476	ENST00000409907.8	uc002vvz.4	IQCA1	canonical,basic,all
chr2	236569824	236582354	ENST00000272928.4	uc002vwd.5	ACKR3	canonical,basic,all
chr2	237085888	237100474	ENST00000354371.7	uc002vwh.5	COPS8	canonical,basic,all
chr2	237324017	237414164	ENST00000295550.9	uc002vwl.4	COL6A3	canonical,basic,all
chr2	237487250	237555322	ENST00000264605.8	uc002vwt.6	MLPH	canonical,basic,all
chr2	237566573	237567175	ENST00000165524.1	uc010znl.2	PRLH	canonical,basic,all
chr2	237574325	237590734	ENST00000264601.8	uc002vwz.4	RAB17	canonical,basic,all
chr2	237627586	237781643	ENST00000308482.14	uc002vxc.5	LRRFIP1	canonical,basic,all
chr2	237798778	237842805	ENST00000316997.9	uc002vxi.6	RBM44	canonical,basic,all
chr2	237859622	237912106	ENST00000254661.5	uc002vxj.5	RAMP1	canonical,basic,all
chr2	237967013	238042782	ENST00000272930.9	uc002vxk.5	UBE2F	canonical,basic,all
chr2	237967074	238068170	ENST00000449191.1	uc061uch.1	UBE2F-SCLY	canonical,basic,all
chr2	238061000	238099413	ENST00000254663.12	uc010fyv.6	SCLY	canonical,basic,all
chr2	238100339	238133287	ENST00000343063.8	uc002vxq.6	ESPNL	canonical,basic,all
chr2	238138667	238152947	ENST00000409223.2	uc002vxr.4	KLHL30	canonical,basic,all
chr2	238158969	238168890	ENST00000546354.6	uc061udn.2	ERFE	canonical,basic,all
chr2	238170401	238203695	ENST00000254654.8	uc002vxv.5	ILKAP	canonical,basic,all
chr2	238238266	238240038	ENST00000272937.10	uc002vxz.5	HES6	canonical,basic,all
chr2	238244043	238288610	ENST00000254657.8	uc002vyc.5	PER2	canonical,basic,all
chr2	238320517	238400897	ENST00000373327.5	uc002vye.5	TRAF3IP1	canonical,basic,all
chr2	238426926	238452250	ENST00000264607.9	uc002vyg.5	ASB1	canonical,basic,all
chr2	238848084	238910534	ENST00000612363.2	uc032owz.3	TWIST2	canonical,basic,all
chr2	239048167	239401020	ENST00000543185.6	uc061ufg.2	HDAC4	canonical,basic,all
chr2	239957371	240025342	ENST00000252711.7	uc002vyn.4	NDUFA10	canonical,basic,all
chr2	240029490	240030429	ENST00000319423.5	uc010zoe.3	OR6B2	canonical,basic,all
chr2	240044570	240053521	ENST00000641019.2	uc285slt.2	OR6B3	canonical,basic,all
chr2	240130827	240136305	ENST00000607357.2	uc010zof.3	COPS9	canonical,basic,all
chr2	240139025	240140658	ENST00000319460.2	uc002vyv.4	OTOS	canonical,basic,all
chr2	240435662	240468076	ENST00000264039.7	uc002vyw.6	GPC1	canonical,basic,all
chr2	240479421	240557988	ENST00000401804.6	uc010fzd.4	ANKMY1	canonical,basic,all
chr2	240560356	240565256	ENST00000405954.2	uc002vzh.5	DUSP28	canonical,basic,all
chr2	240568483	240581372	ENST00000270357.10	uc061uih.3	RNPEPL1	canonical,basic,all
chr2	240586733	240599104	ENST00000391984.7	uc002vzk.3	CAPN10	canonical,basic,all
chr2	240625479	240633159	ENST00000407714.2	uc021vze.3	GPR35	canonical,basic,all
chr2	240676417	240682885	ENST00000407834.4	uc010fzj.5	AQP12B	canonical,basic,all
chr2	240691865	240698483	ENST00000337801.9	uc002vzu.4	AQP12A	canonical,basic,all
chr2	240713766	240820219	ENST00000498729.9	uc010fzk.5	KIF1A	canonical,basic,all
chr2	240868823	240880500	ENST00000307503.4	uc002waa.6	AGXT	canonical,basic,all
chr2	240886047	240896156	ENST00000388934.5	uc002wae.6	MAB21L4	canonical,basic,all
chr2	240906335	240993311	ENST00000690015.1	uc315rdh.1	CROCC2	canonical,basic,all
chr2	240998617	241095568	ENST00000310397.13	uc002wah.3	SNED1	canonical,basic,all
chr2	241095570	241102287	ENST00000391980.7	uc061ule.2	MTERF4	canonical,basic,all
chr2	241106098	241149472	ENST00000234040.9	uc002wao.3	PASK	canonical,basic,all
chr2	241150466	241183652	ENST00000234038.11	uc002wat.4	PPP1R7	canonical,basic,all
chr2	241188676	241225976	ENST00000674324.2	uc288nff.2	ANO7	canonical,basic,all
chr2	241227290	241315672	ENST00000310931.10	uc002wba.6	HDLBP	canonical,basic,all
chr2	241315924	241354027	ENST00000391971.7	uc002wbg.6	SEPTIN2	canonical,basic,all
chr2	241356284	241494841	ENST00000264042.8	uc002wbi.5	FARP2	canonical,basic,all
chr2	241492669	241508584	ENST00000316586.9	uc002wbn.6	STK25	canonical,basic,all
chr2	241558744	241574131	ENST00000318407.5	uc002wbq.5	BOK	canonical,basic,all
chr2	241584404	241637158	ENST00000407315.6	uc002wbt.5	THAP4	canonical,basic,all
chr2	241637692	241673857	ENST00000404914.8	uc002wbv.5	ATG4B	canonical,basic,all
chr2	241675746	241686815	ENST00000305784.7	uc002wbz.4	DTYMK	canonical,basic,all
chr2	241702038	241729478	ENST00000313552.11	uc002wcd.5	ING5	canonical,basic,all
chr2	241734629	241768811	ENST00000321264.9	uc002wce.4	D2HGDH	canonical,basic,all
chr2	241776821	241804287	ENST00000192314.7	uc002wcj.3	GAL3ST2	canonical,basic,all
chr2	241809192	241817413	ENST00000407683.6	uc010fzr.5	NEU4	canonical,basic,all
chr2	241849883	241858894	ENST00000334409.10	uc002wcq.6	PDCD1	canonical,basic,all
chr2	241869728	241873823	ENST00000343216.3	uc010fzu.2	RTP5	canonical,basic,all
chr2	241893987	241900464	ENST00000404031.6	uc061uvb.3	FAM240C	canonical,basic,all
chr3	196762	409417	ENST00000256509.7	uc003bot.5	CHL1	canonical,basic,all
chr3	1093023	1404217	ENST00000446702.7	uc003boz.6	CNTN6	canonical,basic,all
chr3	2098865	3057959	ENST00000418658.6	uc003bpc.5	CNTN4	canonical,basic,all
chr3	3066323	3110374	ENST00000446632.7	uc010hbs.5	IL5RA	canonical,basic,all
chr3	3126939	3149023	ENST00000251607.11	uc003bpp.6	TRNT1	canonical,basic,all
chr3	3150010	3179691	ENST00000231948.9	uc003bpq.5	CRBN	canonical,basic,all
chr3	3799430	3849834	ENST00000319331.4	uc003bpt.5	LRRN1	canonical,basic,all
chr3	4303368	4317265	ENST00000358065.5	uc011asp.4	SETMAR	canonical,basic,all
chr3	4361145	4467269	ENST00000272902.10	uc003bpz.4	SUMF1	canonical,basic,all
chr3	4493347	4847506	ENST00000649015.2	uc062gdo.3	ITPR1	canonical,basic,all
chr3	4979436	4985323	ENST00000256495.4	uc003bqf.5	BHLHE40	canonical,basic,all
chr3	5122291	5180911	ENST00000256496.8	uc003bqg.5	ARL8B	canonical,basic,all
chr3	5187706	5219958	ENST00000256497.9	uc003bqi.5	EDEM1	canonical,basic,all
chr3	6861114	7741533	ENST00000357716.9	uc003bqm.4	GRM7	canonical,basic,all
chr3	8501822	8574668	ENST00000157600.8	uc010hci.5	LMCD1	canonical,basic,all
chr3	8619385	8644798	ENST00000544814.7	uc011atg.5	SSUH2	canonical,basic,all
chr3	8733801	8746758	ENST00000343849.3	uc003brb.4	CAV3	canonical,basic,all
chr3	8750380	8769613	ENST00000316793.8	uc003brc.5	OXTR	canonical,basic,all
chr3	8877074	8963472	ENST00000264926.7	uc003brd.5	RAD18	canonical,basic,all
chr3	8980590	9249646	ENST00000383836.8	uc003brf.5	SRGAP3	canonical,basic,all
chr3	9363053	9386791	ENST00000452837.7	uc003bro.6	THUMPD3	canonical,basic,all
chr3	9397614	9478154	ENST00000402198.7	uc003brt.4	SETD5	canonical,basic,all
chr3	9498360	9553822	ENST00000287585.8	uc003bry.4	LHFPL4	canonical,basic,all
chr3	9649504	9702393	ENST00000296003.9	uc003brz.5	MTMR14	canonical,basic,all
chr3	9703832	9729908	ENST00000383832.8	uc062gli.2	CPNE9	canonical,basic,all
chr3	9731734	9748015	ENST00000383829.7	uc003bsf.5	BRPF1	canonical,basic,all
chr3	9749951	9757407	ENST00000344629.12	uc003bsi.5	OGG1	canonical,basic,all
chr3	9757346	9769947	ENST00000256460.8	uc003bst.5	CAMK1	canonical,basic,all
chr3	9779966	9792473	ENST00000301964.7	uc003bsx.4	TADA3	canonical,basic,all
chr3	9793081	9807101	ENST00000397261.8	uc003bsz.4	ARPC4	canonical,basic,all
chr3	9793113	9835401	ENST00000397256.5	uc003btd.5	ARPC4-TTLL3	canonical,basic,all
chr3	9810261	9836365	ENST00000685419.1	uc315kig.1	TTLL3	canonical,basic,all
chr3	9837848	9844008	ENST00000383820.10	uc011atk.4	RPUSD3	canonical,basic,all
chr3	9866713	9880253	ENST00000336832.7	uc003btq.5	CIDEC	canonical,basic,all
chr3	9890609	9894349	ENST00000647897.1	uc285tue.1	JAGN1	canonical,basic,all
chr3	9902847	9916397	ENST00000383814.8	uc003btw.5	IL17RE	canonical,basic,all
chr3	9917097	9933621	ENST00000403601.8	uc003btz.5	IL17RC	canonical,basic,all
chr3	9917115	9945385	ENST00000683484.1	uc289fio.1	ENSG00000288550	canonical,basic,all
chr3	9933833	9945406	ENST00000452070.6	uc003bug.5	CRELD1	canonical,basic,all
chr3	9945541	9952408	ENST00000412055.6	uc003bul.3	PRRT3	canonical,basic,all
chr3	9962681	9986841	ENST00000245046.7	uc003bun.5	EMC3	canonical,basic,all
chr3	10026436	10101932	ENST00000675286.1	uc288opf.1	FANCD2	canonical,basic,all
chr3	10103936	10108255	ENST00000450660.3	uc003bva.4	FANCD2OS	canonical,basic,all
chr3	10115674	10127190	ENST00000530758.2	uc003bvb.5	BRK1	canonical,basic,all
chr3	10141777	10153667	ENST00000256474.3	uc003bvc.5	VHL	canonical,basic,all
chr3	10164918	10243745	ENST00000256458.5	uc003bve.3	IRAK2	canonical,basic,all
chr3	10248458	10281218	ENST00000448281.7	uc003bvf.5	TATDN2	canonical,basic,all
chr3	10249041	10249366	ENST00000699225.1	uc316cpg.1	ENSG00000289763	canonical,basic,all
chr3	10249371	10285796	ENST00000437082.5	uc062grg.1	ENSG00000272410	canonical,basic,all
chr3	10285665	10292947	ENST00000335542.13	uc021wsz.3	GHRL	canonical,basic,all
chr3	10300930	10321112	ENST00000350697.8	uc003bvn.6	SEC13	canonical,basic,all
chr3	10324022	10505586	ENST00000360273.7	uc003bvt.4	ATP2B2	canonical,basic,all
chr3	10816227	10940714	ENST00000254488.7	uc003bvz.5	SLC6A11	canonical,basic,all
chr3	10992747	11039247	ENST00000287766.10	uc010hdq.6	SLC6A1	canonical,basic,all
chr3	11154492	11263557	ENST00000431010.3	uc010hds.4	HRH1	canonical,basic,all
chr3	11272396	11557665	ENST00000693202.1	uc315vvy.1	ATG7	canonical,basic,all
chr3	11556068	11643915	ENST00000430365.7	uc010hdx.4	VGLL4	canonical,basic,all
chr3	11790441	11846885	ENST00000455809.6	uc032reh.3	TAMM41	canonical,basic,all
chr3	12004387	12192032	ENST00000621198.5	uc032rek.3	SYN2	canonical,basic,all
chr3	12153067	12158912	ENST00000287814.5	uc003bwo.5	TIMP4	canonical,basic,all
chr3	12289069	12434344	ENST00000651735.1	uc287hui.1	PPARG	canonical,basic,all
chr3	12484479	12533658	ENST00000284995.11	uc003bxc.5	TSEN2	canonical,basic,all
chr3	12539775	12545499	ENST00000564146.4	uc021wtc.3	MKRN2OS	canonical,basic,all
chr3	12557086	12583713	ENST00000170447.12	uc003bxd.6	MKRN2	canonical,basic,all
chr3	12583600	12664117	ENST00000251849.9	uc003bxf.6	RAF1	canonical,basic,all
chr3	12733527	12759259	ENST00000314124.12	uc003bxg.4	TMEM40	canonical,basic,all
chr3	12796679	12834803	ENST00000456430.6	uc003bxk.3	CAND2	canonical,basic,all
chr3	12827445	12871916	ENST00000454887.1	uc062gwm.1	ENSG00000289809	canonical,basic,all
chr3	12834484	12841565	ENST00000429711.7	uc003bxm.5	RPL32	canonical,basic,all
chr3	12897042	13073429	ENST00000613206.2	uc032reu.3	IQSEC1	canonical,basic,all
chr3	13316234	13420322	ENST00000254508.7	uc003bxv.4	NUP210	canonical,basic,all
chr3	13480305	13506416	ENST00000295757.8	uc003bxy.5	HDAC11	canonical,basic,all
chr3	13549124	13638404	ENST00000404922.8	uc011ava.4	FBLN2	canonical,basic,all
chr3	13816257	13880071	ENST00000285018.5	uc003bye.3	WNT7A	canonical,basic,all
chr3	14112076	14124870	ENST00000396914.4	uc003byj.6	CHCHD4	canonical,basic,all
chr3	14125051	14143680	ENST00000306077.5	uc003byk.4	TMEM43	canonical,basic,all
chr3	14135216	14148005	ENST00000608606.1	uc062gyo.1	ENSG00000268279	canonical,basic,all
chr3	14145146	14178601	ENST00000285021.12	uc011ave.4	XPC	canonical,basic,all
chr3	14178816	14201122	ENST00000306024.4	uc003byo.3	LSM3	canonical,basic,all
chr3	14402605	14489349	ENST00000622186.5	uc032rfg.3	SLC6A6	canonical,basic,all
chr3	14489106	14540342	ENST00000621039.5	uc062gzy.2	GRIP2	canonical,basic,all
chr3	14651761	14672655	ENST00000383794.7	uc003byw.5	CCDC174	canonical,basic,all
chr3	14675140	14773036	ENST00000253697.8	uc003byy.5	C3orf20	canonical,basic,all
chr3	14818961	14934571	ENST00000285046.10	uc003bzc.5	FGD5	canonical,basic,all
chr3	14947582	15049273	ENST00000425241.6	uc003bzj.6	NR2C2	canonical,basic,all
chr3	15048511	15065315	ENST00000253686.7	uc003bzl.5	MRPS25	canonical,basic,all
chr3	15070072	15099148	ENST00000253699.7	uc003bzm.1	RBSN	canonical,basic,all
chr3	15206245	15252916	ENST00000253693.7	uc003bzn.5	CAPN7	canonical,basic,all
chr3	15254352	15332586	ENST00000383791.8	uc003bzp.4	SH3BP5	canonical,basic,all
chr3	15409759	15427544	ENST00000383790.8	uc003bzs.3	METTL6	canonical,basic,all
chr3	15427597	15442613	ENST00000396842.7	uc003bzu.5	EAF1	canonical,basic,all
chr3	15439198	15455940	ENST00000629729.3	uc062hcs.2	ENSG00000293553	canonical,basic,all
chr3	15450132	15521706	ENST00000383788.10	uc003bzx.4	COLQ	canonical,basic,all
chr3	15560698	15601569	ENST00000321169.10	uc003caf.6	HACL1	canonical,basic,all
chr3	15601744	15653714	ENST00000643237.3	uc003cah.8	BTD	canonical,basic,all
chr3	15667235	15797979	ENST00000683139.1	uc289evh.1	ANKRD28	canonical,basic,all
chr3	16174679	16230165	ENST00000339732.10	uc003car.6	GALNT15	canonical,basic,all
chr3	16257060	16264943	ENST00000488423.2	uc003cau.5	DPH3	canonical,basic,all
chr3	16265211	16306087	ENST00000285083.10	uc003caw.5	OXNAD1	canonical,basic,all
chr3	16315844	16513699	ENST00000334133.9	uc003cay.5	RFTN1	canonical,basic,all
chr3	16586791	16605423	ENST00000399444.7	uc003cbb.5	DAZL	canonical,basic,all
chr3	16884954	17090604	ENST00000615277.5	uc032rgc.3	PLCL2	canonical,basic,all
chr3	17157167	17742631	ENST00000696125.1	uc315yfz.1	TBC1D5	canonical,basic,all
chr3	18345376	18425339	ENST00000338745.11	uc003cbh.5	SATB1	canonical,basic,all
chr3	19148509	19535642	ENST00000328405.7	uc003cbk.3	KCNH8	canonical,basic,all
chr3	19879471	19934217	ENST00000295824.14	uc003cbl.6	EFHB	canonical,basic,all
chr3	19947096	19985175	ENST00000273047.9	uc003cbn.5	RAB5A	canonical,basic,all
chr3	19985345	20012264	ENST00000389050.5	uc021wtw.3	PP2D1	canonical,basic,all
chr3	20040445	20154404	ENST00000263754.5	uc003cbq.5	KAT2B	canonical,basic,all
chr3	20169483	20186206	ENST00000412997.6	uc003cbz.5	SGO1	canonical,basic,all
chr3	21412217	21751210	ENST00000281523.8	uc003cce.6	ZNF385D	canonical,basic,all
chr3	23203326	23591794	ENST00000396703.6	uc003ccg.4	UBE2E2	canonical,basic,all
chr3	23805954	23891640	ENST00000306627.8	uc003cch.5	UBE2E1	canonical,basic,all
chr3	23889950	23916990	ENST00000425478.7	uc003ccj.5	NKIRAS1	canonical,basic,all
chr3	23917131	23920989	ENST00000307839.10	uc003ccn.5	RPL15	canonical,basic,all
chr3	23945285	23980617	ENST00000312521.9	uc003ccs.3	NR1D2	canonical,basic,all
chr3	24117152	24494850	ENST00000646209.2	uc285txh.2	THRB	canonical,basic,all
chr3	25428262	25597932	ENST00000330688.9	uc003cdh.5	RARB	canonical,basic,all
chr3	25597983	25664907	ENST00000264331.9	uc011awn.3	TOP2B	canonical,basic,all
chr3	25718943	25783443	ENST00000280700.10	uc003cdl.5	NGLY1	canonical,basic,all
chr3	25790089	25794531	ENST00000280701.8	uc003cdn.5	OXSM	canonical,basic,all
chr3	26622771	26710776	ENST00000396641.7	uc003cdp.5	LRRC3B	canonical,basic,all
chr3	27106483	27369383	ENST00000691995.1	uc315ubk.1	NEK10	canonical,basic,all
chr3	27372722	27484384	ENST00000454389.6	uc011aww.5	SLC4A7	canonical,basic,all
chr3	27715952	27722323	ENST00000449599.4	uc003cdy.6	EOMES	canonical,basic,all
chr3	28241618	28325142	ENST00000466830.6	uc003cea.5	CMC1	canonical,basic,all
chr3	28321046	28348824	ENST00000479665.6	uc003ceb.6	AZI2	canonical,basic,all
chr3	28348720	28526358	ENST00000383768.7	uc003ceh.5	ZCWPW2	canonical,basic,all
chr3	28349177	29767537	ENST00000635992.1	uc285txo.1	ENSG00000283563	canonical,basic,all
chr3	29281070	30010386	ENST00000383767.7	uc003cel.5	RBMS3	canonical,basic,all
chr3	30606600	30694142	ENST00000295754.10	uc003ceo.5	TGFBR2	canonical,basic,all
chr3	30726196	30894661	ENST00000282538.10	uc003cep.4	GADL1	canonical,basic,all
chr3	31532924	31637616	ENST00000295770.4	uc011axe.4	STT3B	canonical,basic,all
chr3	31660824	31981262	ENST00000396556.7	uc021wuu.3	OSBPL10	canonical,basic,all
chr3	31981749	31991723	ENST00000360311.5	uc011axg.4	ZNF860	canonical,basic,all
chr3	32106619	32168709	ENST00000282541.10	uc003cew.5	GPD1L	canonical,basic,all
chr3	32238679	32370321	ENST00000307526.4	uc003cex.5	CMTM8	canonical,basic,all
chr3	32391852	32455528	ENST00000334983.10	uc003cey.3	CMTM7	canonical,basic,all
chr3	32481311	32502852	ENST00000205636.4	uc003cfa.3	CMTM6	canonical,basic,all
chr3	32525973	32570858	ENST00000273130.9	uc003cfb.5	DYNC1LI1	canonical,basic,all
chr3	32685187	32773875	ENST00000328834.10	uc003cfc.3	CNOT10	canonical,basic,all
chr3	32817996	32897824	ENST00000383763.6	uc003cff.5	TRIM71	canonical,basic,all
chr3	32951643	32956349	ENST00000330953.6	uc003cfg.3	CCR4	canonical,basic,all
chr3	32996616	33097146	ENST00000307363.10	uc003cfi.3	GLB1	canonical,basic,all
chr3	33090421	33097146	ENST00000342462.5	uc003cfk.4	TMPPE	canonical,basic,all
chr3	33114013	33147773	ENST00000320954.11	uc003cfl.6	CRTAP	canonical,basic,all
chr3	33150042	33218810	ENST00000309558.8	uc003cfo.3	SUSD5	canonical,basic,all
chr3	33277441	33388092	ENST00000484457.6	uc003cfp.5	FBXL2	canonical,basic,all
chr3	33388335	33440405	ENST00000283629.8	uc003cfq.6	UBP1	canonical,basic,all
chr3	33496244	33718254	ENST00000682230.1	uc289dmi.1	CLASP2	canonical,basic,all
chr3	33798629	33869703	ENST00000307296.8	uc003cfx.6	PDCD6IP	canonical,basic,all
chr3	35639524	35794486	ENST00000684406.1	uc289gsa.1	ARPP21	canonical,basic,all
chr3	36380503	36548007	ENST00000273183.8	uc003cgh.3	STAC	canonical,basic,all
chr3	36712420	36764553	ENST00000636136.2	uc285txv.2	DCLK3	canonical,basic,all
chr3	36826818	36945054	ENST00000645898.2	uc285txx.2	TRANK1	canonical,basic,all
chr3	36985042	36993131	ENST00000322716.8	uc003cgk.5	EPM2AIP1	canonical,basic,all
chr3	36993517	37050846	ENST00000231790.8	uc003cgl.5	MLH1	canonical,basic,all
chr3	37052625	37174582	ENST00000336686.9	uc032rjn.3	LRRFIP2	canonical,basic,all
chr3	37243270	37366879	ENST00000361924.7	uc003cgv.5	GOLGA4	canonical,basic,all
chr3	37452140	37823507	ENST00000264741.10	uc003chd.5	ITGA9	canonical,basic,all
chr3	37861879	37984469	ENST00000273179.10	uc003chg.5	CTDSPL	canonical,basic,all
chr3	37990785	38007185	ENST00000383759.7	uc003chl.4	VILL	canonical,basic,all
chr3	38007495	38029642	ENST00000334661.5	uc003chn.5	PLCD1	canonical,basic,all
chr3	38039207	38124025	ENST00000308059.11	uc003cho.3	DLEC1	canonical,basic,all
chr3	38122714	38137127	ENST00000333167.13	uc003cht.5	ACAA1	canonical,basic,all
chr3	38138660	38143022	ENST00000650905.2	uc287gor.2	MYD88	canonical,basic,all
chr3	38165536	38255484	ENST00000311806.8	uc003chy.5	OXSR1	canonical,basic,all
chr3	38265811	38278757	ENST00000311856.9	uc003chz.5	SLC22A13	canonical,basic,all
chr3	38282293	38318575	ENST00000448498.6	uc010hhc.3	SLC22A14	canonical,basic,all
chr3	38346784	38414985	ENST00000207870.8	uc003cic.4	XYLB	canonical,basic,all
chr3	38453889	38493142	ENST00000352511.5	uc003cif.5	ACVR2B	canonical,basic,all
chr3	38496339	38526303	ENST00000287675.10	uc003cih.4	EXOG	canonical,basic,all
chr3	38548061	38649687	ENST00000423572.7	uc062ihe.2	SCN5A	canonical,basic,all
chr3	38696806	38816217	ENST00000449082.3	uc285tyg.1	SCN10A	canonical,basic,all
chr3	38845763	39051944	ENST00000302328.9	uc062ihs.3	SCN11A	canonical,basic,all
chr3	39052015	39096664	ENST00000302313.10	uc003cit.5	WDR48	canonical,basic,all
chr3	39096598	39107627	ENST00000319283.8	uc003ciw.4	GORASP1	canonical,basic,all
chr3	39107679	39138900	ENST00000683103.1	uc289etx.1	TTC21A	canonical,basic,all
chr3	39141854	39153591	ENST00000273153.10	uc003cjg.5	CSRNP1	canonical,basic,all
chr3	39183214	39192595	ENST00000340369.4	uc003cjk.4	XIRP1	canonical,basic,all
chr3	39263495	39280036	ENST00000399220.3	uc003cjl.5	CX3CR1	canonical,basic,all
chr3	39329708	39333680	ENST00000326306.5	uc010hhr.4	CCR8	canonical,basic,all
chr3	39383369	39397351	ENST00000650617.1	uc285tyl.1	SLC25A38	canonical,basic,all
chr3	39406719	39412542	ENST00000301821.11	uc003cjp.5	RPSA	canonical,basic,all
chr3	39467679	39503027	ENST00000684792.1	uc315jkd.1	MOBP	canonical,basic,all
chr3	39809608	40260321	ENST00000302541.11	uc003cka.6	MYRIP	canonical,basic,all
chr3	40309706	40312424	ENST00000232905.4	uc003ckc.6	EIF1B	canonical,basic,all
chr3	40312085	40312214	ENST00000706951.1	uc316vma.1	ENSG00000291315	canonical,basic,all
chr3	40387183	40428744	ENST00000301825.8	uc003ckd.6	ENTPD3	canonical,basic,all
chr3	40457338	40468587	ENST00000396203.7	uc003ckh.6	RPL14	canonical,basic,all
chr3	40477121	40491053	ENST00000432264.4	uc062ilu.2	ZNF619	canonical,basic,all
chr3	40506038	40518736	ENST00000314529.10	uc003ckk.5	ZNF620	canonical,basic,all
chr3	40524959	40539782	ENST00000339296.10	uc003ckn.5	ZNF621	canonical,basic,all
chr3	41199504	41240443	ENST00000349496.11	uc003ckr.5	CTNNB1	canonical,basic,all
chr3	41246598	41962103	ENST00000301831.9	uc003ckv.6	ULK4	canonical,basic,all
chr3	42091356	42225890	ENST00000327628.10	uc003cky.6	TRAK1	canonical,basic,all
chr3	42257825	42266185	ENST00000396169.7	uc003cld.3	CCK	canonical,basic,all
chr3	42397082	42410610	ENST00000287748.8	uc003cle.5	LYZL4	canonical,basic,all
chr3	42502642	42537568	ENST00000325123.5	uc003clf.4	VIPR1	canonical,basic,all
chr3	42547968	42581967	ENST00000264454.8	uc003clj.5	SEC22C	canonical,basic,all
chr3	42590859	42596934	ENST00000011691.6	uc003clk.3	SS18L2	canonical,basic,all
chr3	42600685	42648735	ENST00000232978.13	uc003clo.5	NKTR	canonical,basic,all
chr3	42653696	42667580	ENST00000232974.11	uc003clu.4	ZBTB47	canonical,basic,all
chr3	42685536	42692544	ENST00000287777.5	uc003clv.3	KLHL40	canonical,basic,all
chr3	42692662	42702798	ENST00000441594.6	uc003clx.4	HHATL	canonical,basic,all
chr3	42705755	42773253	ENST00000310232.11	uc003cly.6	CCDC13	canonical,basic,all
chr3	42705755	42804493	ENST00000648550.1	uc285uan.1	ENSG00000280571	canonical,basic,all
chr3	42782907	42804490	ENST00000321331.12	uc003cmb.6	HIGD1A	canonical,basic,all
chr3	42809444	42867286	ENST00000422265.6	uc003cme.5	ACKR2	canonical,basic,all
chr3	42809482	42942792	ENST00000426937.5	uc062ish.1	ENSG00000290317	canonical,basic,all
chr3	42872191	42875879	ENST00000316161.6	uc003cmh.5	CYP8B1	canonical,basic,all
chr3	42906141	42919334	ENST00000440367.7	uc003cmi.4	ZNF662	canonical,basic,all
chr3	42936385	42942792	ENST00000383748.9	uc003cmm.6	KRBOX1	canonical,basic,all
chr3	42936391	43055871	ENST00000443313.5	uc062isv.1	ENSG00000273291	canonical,basic,all
chr3	42979310	43057715	ENST00000430121.3	uc003cmp.7	GASK1A	canonical,basic,all
chr3	43079233	43106079	ENST00000344697.3	uc003cmr.4	POMGNT2	canonical,basic,all
chr3	43286539	43351143	ENST00000296088.12	uc003cms.6	SNRK	canonical,basic,all
chr3	43365847	43622011	ENST00000292246.8	uc003cmv.5	ANO10	canonical,basic,all
chr3	43690937	43722725	ENST00000644371.2	uc003cmx.6	ABHD5	canonical,basic,all
chr3	44241885	44332098	ENST00000309765.4	uc003cna.4	TOPAZ1	canonical,basic,all
chr3	44338765	44409448	ENST00000342649.9	uc003cnd.6	TCAIM	canonical,basic,all
